Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
What a great Pub!,g1006576-d1006804, 28 gennaio 2024,family,"We booked the woodman for a specail birthday celebration, we had the round table which was excellent, staff looked after us from the time we arrived untill departure and the food was great. Many thanks to The woodman, we will definately return.","Punteggio 5,0 su 5","",""
When a table reservation isn’t a table reservation,g1005967-d2459574, 28 dicembre 2022,family,"We turned up for our table reservation at the allotted time but our table had been given to some casual drinkers. And we were given no choice but to wait for them to finish up which they weren’t in a hurry to do. We got to sit at our table half hour late and, despite pre-ordering, our meal took an extra half hour to arrive. It was luke warm, each element piled on top of the other and not overly fresh. Very little gravy so maybe were running out by then. Also had to ask for cranberry sauce and was given just a thimble full.","Punteggio 2,0 su 5","",""
When the tall lady we’ve blonde hair is not in the pub all the staff are worried about home  stand chatting at the bar,g1006576-d1006804, 21 novembre 2023,couples,We’ve been to the pub a number of times with family or own never had any problems but over the last month when the lady in charge with the blonde hair who is really nice  was not there  on this occasion we had our French dog we’ve us ask to sit on top sittings area as we done a number of time we’ve the dog was told not severing there anymore it was 5 30 in the afternoon so we had to leave and get a takeout  2 more times went to eat was told stop dinners at 6pm this was all on Sundays we said we wouldn’t go back again but gave it a chance as we enjoyed the food there  but the staff were very poor once again standing at the bar taking about what time thay can get away we were ask if we like dessert we said yes but can you give us 10 minutes as we just finished eating dinner never returned half hour later we ask for the bill my wife had booked a table for midweek but cancelled it  this all seems to happen when the tall lady with the blonde is not around apart from this the pub is nice just make sure you go when the nice blonde lady’s there,"Punteggio 1,0 su 5","",""
"Won’t eat there again, will go to Tesco instead & eat at home.",g1006504-d1007560, 28 aprile 2024,couples,"One of my favourite pubs but recently had such a disappointing meal it is unlikely I will ever eat there again. 
My partner & I both ordered the fish pie. When it arrived I was too shocked to say anything. It was small & shallow, the mash looked as if it had not been browned in oven at all & there was a small amount of green cabbage to the side. There were 2 or 3 pieces of fish & the pie had very little flavour. 
I have this evening had a Charlie bighams fish pie from Tesco which was cheaper, double the size & depth, had loads of fish & tons of flavour. 
I appreciate pubs & restaurants are having to put up their prices & make servings smaller in order to still make money in the current financial climate but they must be careful to not go so far as to lose customers due to the poor quality of their meals because that also will put them out of business.","Punteggio 2,0 su 5","",""
Wonderful experience,g1006504-d3626394, 29 febbraio 2024,family,"Always an absolute pleasure to go to Haskins.  Great food great service.  Jane the cafe manager was fabulous caring kind and very professional.   Thank you Jane.  
Always a wonderful experience.","Punteggio 5,0 su 5","",""
Wonderful lunch,g1006524-d2647930, 22 novembre 2023,couples,"We left the car in the car park (after checking first) and walked for a couple of hours before returning for a wonderful lunch. We both chose from the lunchtime menu which at £15.50 seemed like a pretty good deal.  The houmous starter was probably the star dish; by far the best I have ever had.  Sausage and mash, fish and chips and sticky toffee pudding completed the meal.  All of them very good. Rosemary chips (from real potatoes!) were a great surprise.  Staff were very helpful and made a fuss of our small dog.  The only pity was that the two cask ales were not yet ready, (a definite 5 star otherwise) but on a dull Wednesday in November I can't imagine trade is too brisk. Plenty of other beers were available, including a coupe of non-alcoholic offerings.  It's quite  a long way from home so I don't expect we'll be back anytime soon, but on the evidence of this lunchtime the new management deserves to thrive. This is a terrific pub!","Punteggio 4,0 su 5","",""
Wonderful lunch 🥗,g1005967-d13447953, 15 maggio 2024,friends,"Wonderful experience and woud very much recommend food and quaint venue. Friendly locals, pooches, walkers and relaxed !
Lovely smiley staff ! X vegan options too ! 

 Hello, the nutmeg tree staff team x

Just a note to say, thank you for making our special lunch out so lovely today! 
the food was scrumptious, and staff and service were fab! very pleasant afternoon.xx

Thank you xx
P&J","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/30/23/22/caption.jpg,""
Worst lunch ever!,g1005967-d12183920, 22 settembre 2023,friends,"Was looking forward to our Croque Monsier.  When it arrived it had one piece of fatty bacon in it. It said it had cheddar cheese in it, but all I found was about a tablespoon of yellow substance that didn't taste of anything & the cheese sauce was tasteless too. The only thing ok were the chips. Very disappointed as the food had been recommended to us.","Punteggio 1,0 su 5","",""
Worst place I’ve eaten in Dorset by far,g1006504-d3806898, 1 maggio 2024,couples,"I can’t think of a single redeeming feature about the breakfast at this place.
It is truly awful.
The food is poor quality, overcooked and tastes of cardboard.
The service is dire. Absolutely no warmth or hospitality in a single bone of the servers bodies.  They just seemed to lack complete foresight to recognise items were running low/out and being proactive in making sure it was replenished.
Due to this most of the breakfast items weren’t regularly restocked so you had people waiting for pastries (we never tried any because they were always empty!) 
Coffee wasn’t refilled regularly and again, had to wait for this despite seeing fresh pots available on the staff side of the counter. 
It wasn’t busy so there really wasn’t any excuse for the lack of service. 
Glasses were also dirty which is pretty grim.

Plus sides though, there is parking. Although I’d rather go to Haskins or the pub down the road for food next time.","Punteggio 1,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/06/92/8f/caption.jpg,""
Worst roast I have had in years,g1005967-d2459574, 25 settembre 2022,none,"We visited today in a group of 6 and pre booked. When we arrived we went and got our own drinks as no one came over. There were 10s of flies landing on us and the table also. We were told there was a fly issue currently but I couldn't see any fly traps anywhere to try and reduce the amount flying around. Eventually after 30 mins someone came and took our food order. We all ordered roast and two of us ordered the beef roast cooked rare. When the food arrived it looked sad. The roast potato's were not even roasted, more like boiled. The veg was also under cooked and there was barely any gravy.  The roast which I has asked to be cooked rare was more like well done. I did speak to the waiter about this but he seemed oblivious and nothing more was done. We were still charged for it even though I barely touched it and as you can see in the photo does not look appealing. During the meal a fly landed in my food twice, once getting stuck and I had to tear the Yorkshire pudding apart to get it out and also once landed in my glass of wine. Overall the service and the food was awful. I feel like if the waiter had tried to rectify the issue when I Spoke to him it would have been different but he didn't care. I would 100% not come back here again and highly recommend people to avoid.","Punteggio 1,0 su 5","",""
Worth a try.,g1005967-d12183920, 25 febbraio 2024,family,Went with the kids during the school holiday. It has a little playground outside which kept the kids entertained. Very reasonable price by todays standards.,"Punteggio 5,0 su 5","",""
Worth the journey,g1005967-d3783536, 12 aprile 2024,family,"I literally can't find any complaint to make about the Bull. 
Often when dining out you can find something that you'd change, maybe the menu, maybe the service or ambiance; however yesterday nothing, nowt, nada, wouldn't change a thing. 
Service was excellent, ambiance was great particularly for a Thursday lunch, and the food was really, really good.
And to be honest the value for money was good.
Difficult to say why we've not returned for so long.
Please 'The Bull team keep up the good work.","Punteggio 5,0 su 5","",""
